wave,gender,income_comparison,age,mean_effect,sd
Wave-1,Female,£0-£300→£301-£490,68.55555555555557,-0.01841487887276249,0.015649067397727697
Wave-1,Female,£0-£300→£301-£490,69.5873015873016,-0.018393429915996067,0.015612127968008054
Wave-1,Female,£0-£300→£301-£490,70.61904761904762,-0.018370457846418872,0.015574191468344824
Wave-1,Female,£0-£300→£301-£490,71.65079365079366,-0.01834598296975563,0.015535286294994394
Wave-1,Female,£0-£300→£301-£490,72.6825396825397,-0.018320026806850288,0.01549544136176731
Wave-1,Female,£0-£300→£301-£490,73.71428571428572,-0.01829261203912842,0.015454686039784568
Wave-1,Female,£0-£300→£301-£490,74.74603174603175,-0.018263762452044304,0.015413050097430507
Wave-1,Female,£0-£300→£301-£490,75.77777777777779,-0.018233502876777195,0.015370563640749506
Wave-1,Female,£0-£300→£301-£490,76.80952380952382,-0.018201859130443546,0.01532725705452458
Wave-1,Female,£0-£300→£301-£490,77.84126984126985,-0.018168857955092526,0.015283160944264412
Wave-1,Female,£0-£300→£301-£490,78.87301587301587,-0.01813452695575035,0.015238306079312362
Wave-1,Female,£0-£300→£301-£490,79.90476190476191,-0.01809889453777524,0.015192723337276016
Wave-1,Female,£0-£300→£301-£490,80.93650793650795,-0.018061989843779557,0.015146443649959825
Wave-1,Female,£0-£300→£301-£490,81.96825396825398,-0.01802384269036829,0.015099497950966066
Wave-1,Female,£0-£300→£301-£490,83.0,-0.017984483504934506,0.015051917125111317
Wave-1,Female,£0-£300→£491-£740,18.0,-0.018911592107445155,0.017024477941277927
Wave-1,Female,£0-£300→£491-£740,19.03174603174603,-0.018964198322916164,0.01705015974739333
Wave-1,Female,£0-£300→£491-£740,20.063492063492063,-0.019015922956425277,0.017074734507669234
Wave-1,Female,£0-£300→£491-£740,21.095238095238095,-0.01906672850701052,0.017098176101569676
Wave-1,Female,£0-£300→£491-£740,22.126984126984127,-0.01911657742281089,0.017120458992904646
Wave-1,Female,£0-£300→£491-£740,23.158730158730158,-0.019165432163494835,0.017141558285272127
Wave-1,Female,£0-£300→£491-£740,24.19047619047619,-0.019213255264518957,0.017161449777295355
Wave-1,Female,£0-£300→£491-£740,25.22222222222222,-0.019260009403049467,0.017180110017470357
Wave-1,Female,£0-£300→£491-£740,26.253968253968253,-0.019305657465366492,0.01719751635843531
Wave-1,Female,£0-£300→£491-£740,27.285714285714285,-0.019350162615559222,0.017213647010470227
Wave-1,Female,£0-£300→£491-£740,28.317460317460316,-0.01939348836530875,0.01722848109403351
Wave-1,Female,£0-£300→£491-£740,29.349206349206348,-0.019435598644545037,0.01724199869114031
Wave-1,Female,£0-£300→£491-£740,30.380952380952383,-0.019476457872754767,0.017254180895387255
Wave-1,Female,£0-£300→£491-£740,31.412698412698415,-0.0195160310307082,0.017265009860428438
Wave-1,Female,£0-£300→£491-£740,32.44444444444444,-0.019554283732365625,0.017274468846708677
Wave-1,Female,£0-£300→£491-£740,33.47619047619048,-0.01959118229671737,0.017282542266262527
Wave-1,Female,£0-£300→£491-£740,34.507936507936506,-0.01962669381930577,0.017289215725390602
Wave-1,Female,£0-£300→£491-£740,35.539682539682545,-0.01966078624317336,0.017294476065029186
Wave-1,Female,£0-£300→£491-£740,36.57142857142857,-0.01969342842897842,0.01729831139863443
Wave-1,Female,£0-£300→£491-£740,37.60317460317461,-0.01972459022401698,0.01730071114740893
Wave-1,Female,£0-£300→£491-£740,38.63492063492063,-0.019754242529889873,0.017301666072706036
Wave-1,Female,£0-£300→£491-£740,39.66666666666667,-0.019782357368554025,0.017301168305455902
Wave-1,Female,£0-£300→£491-£740,40.698412698412696,-0.019808907946498984,0.017299211372466945
Wave-1,Female,£0-£300→£491-£740,41.730158730158735,-0.019833868716792998,0.017295790219467155
Wave-1,Female,£0-£300→£491-£740,42.761904761904766,-0.019857215438747185,0.01729090123076146
Wave-1,Female,£0-£300→£491-£740,43.7936507936508,-0.01987892523495247,0.01728454224539392
Wave-1,Female,£0-£300→£491-£740,44.82539682539683,-0.01989897664545071,0.01727671256971711
Wave-1,Female,£0-£300→£491-£740,45.85714285714286,-0.019917349678810106,0.017267412986285292
Wave-1,Female,£0-£300→£491-£740,46.88888888888889,-0.019934025859884633,0.01725664575900307
Wave-1,Female,£0-£300→£491-£740,47.920634920634924,-0.019948988274048323,0.01724441463447672
Wave-1,Female,£0-£300→£491-£740,48.952380952380956,-0.019962221607707793,0.017230724839531638
Wave-1,Female,£0-£300→£491-£740,49.98412698412699,-0.019973712184909977,0.017215583074875872
Wave-1,Female,£0-£300→£491-£740,51.01587301587302,-0.019983447999877297,0.017198997504906655
Wave-1,Female,£0-£300→£491-£740,52.04761904761905,-0.01999141874531884,0.017180977743674032
Wave-1,Female,£0-£300→£491-£740,53.07936507936508,-0.01999761583638368,0.01716153483703319
Wave-1,Female,£0-£300→£491-£740,54.111111111111114,-0.020002032430141547,0.01714068124103435
Wave-1,Female,£0-£300→£491-£740,55.142857142857146,-0.020004663440495677,0.017118430796616967
Wave-1,Female,£0-£300→£491-£740,56.17460317460318,-0.020005505548454226,0.01709479870069217
Wave-1,Female,£0-£300→£491-£740,57.20634920634921,-0.020004557207708044,0.017069801473715035
Wave-1,Female,£0-£300→£491-£740,58.23809523809524,-0.020001818645485777,0.017043456923865323
Wave-1,Female,£0-£300→£491-£740,59.26984126984127,-0.01999729185868047,0.017015784107972387
Wave-1,Female,£0-£300→£491-£740,60.301587301587304,-0.01999098060526564,0.016986803289336386
Wave-1,Female,£0-£300→£491-£740,61.333333333333336,-0.01998289039104305,0.01695653589261411
Wave-1,Female,£0-£300→£491-£740,62.36507936507937,-0.019973028451788367,0.016925004455953036
Wave-1,Female,£0-£300→£491-£740,63.3968253968254,-0.019961403730884928,0.01689223258057197
Wave-1,Female,£0-£300→£491-£740,64.42857142857143,-0.01994802685255928,0.01685824487800022
Wave-1,Female,£0-£300→£491-£740,65.46031746031747,-0.019932910090855037,0.01682306691519998
Wave-1,Female,£0-£300→£491-£740,66.4920634920635,-0.019916067334503355,0.01678672515780759
Wave-1,Female,£0-£300→£491-£740,67.52380952380953,-0.019897514047869293,0.01674924691173946
Wave-1,Female,£0-£300→£491-£740,68.55555555555557,-0.019877267228172436,0.016710660263416163
Wave-1,Female,£0-£300→£491-£740,69.5873015873016,-0.019855345359198005,0.016670994018864727
Wave-1,Female,£0-£300→£491-£740,70.61904761904762,-0.019831768361730843,0.0166302776419632
Wave-1,Female,£0-£300→£491-£740,71.65079365079366,-0.019806557540958256,0.01658854119209377
Wave-1,Female,£0-£300→£491-£740,72.6825396825397,-0.019779735531100216,0.016545815261470517
Wave-1,Female,£0-£300→£491-£740,73.71428571428572,-0.019751326237534693,0.016502130912405513
Wave-1,Female,£0-£300→£491-£740,74.74603174603175,-0.01972135477669386,0.01645751961477242
Wave-1,Female,£0-£300→£491-£740,75.77777777777779,-0.019689847414011842,0.01641201318391967
Wave-1,Female,£0-£300→£491-£740,76.80952380952382,-0.019656831500208114,0.016365643719276353
Wave-1,Female,£0-£300→£491-£740,77.84126984126985,-0.01962233540619085,0.01631844354388298
Wave-1,Female,£0-£300→£491-£740,78.87301587301587,-0.019586388456863866,0.016270445145066172
Wave-1,Female,£0-£300→£491-£740,79.90476190476191,-0.019549020864116615,0.01622168111646208
Wave-1,Female,£0-£300→£491-£740,80.93650793650795,-0.01951026365927202,0.016172184101577183
Wave-1,Female,£0-£300→£491-£740,81.96825396825398,-0.01947014862525905,0.016121986739058364
Wave-1,Female,£0-£300→£491-£740,83.0,-0.019428708228768663,0.016071121609826114
Wave-1,Female,"£0-£300→£741-£1,111",18.0,-0.02478670056044796,0.021763627870185154
Wave-1,Female,"£0-£300→£741-£1,111",19.03174603174603,-0.024862814407855593,0.021798579471442505
Wave-1,Female,"£0-£300→£741-£1,111",20.063492063492063,-0.02493790312265485,0.021832184111412824
Wave-1,Female,"£0-£300→£741-£1,111",21.095238095238095,-0.02501191544658386,0.02186440900843495
Wave-1,Female,"£0-£300→£741-£1,111",22.126984126984127,-0.02508479984932815,0.021895222023820805
Wave-1,Female,"£0-£300→£741-£1,111",23.158730158730158,-0.025156504608824036,0.021924591725510645
Wave-1,Female,"£0-£300→£741-£1,111",24.19047619047619,-0.025226977894498886,0.021952487451656157
Wave-1,Female,"£0-£300→£741-£1,111",25.22222222222222,-0.02529616785325378,0.021978879373945954
Wave-1,Female,"£0-£300→£741-£1,111",26.253968253968253,-0.025364022697975934,0.02200373856048376
Wave-1,Female,"£0-£300→£741-£1,111",27.285714285714285,-0.02543049079834956,0.022027037038026186
Wave-1,Female,"£0-£300→£741-£1,111",28.317460317460316,-0.02549552077371661,0.0220487478533836
Wave-1,Female,"£0-£300→£741-£1,111",29.349206349206348,-0.025559061587722053,0.022068845133784938
Wave-1,Female,"£0-£300→£741-£1,111",30.380952380952383,-0.025621062644462244,0.022087304146005297
Wave-1,Female,"£0-£300→£741-£1,111",31.412698412698415,-0.025681473885840442,0.022104101354053527
Wave-1,Female,"£0-£300→£741-£1,111",32.44444444444444,-0.025740245889819546,0.022119214475216285
Wave-1,Female,"£0-£300→£741-£1,111",33.47619047619048,-0.025797329969249976,0.022132622534254933
Wave-1,Female,"£0-£300→£741-£1,111",34.507936507936506,-0.0258526782709393,0.022144305915552498
Wave-1,Female,"£0-£300→£741-£1,111",35.539682539682545,-0.025906243874620965,0.022154246413009508
Wave-1,Female,"£0-£300→£741-£1,111",36.57142857142857,-0.025957980891471152,0.02216242727749028
Wave-1,Female,"£0-£300→£741-£1,111",37.60317460317461,-0.026007844561816634,0.022168833261624846
Wave-1,Female,"£0-£300→£741-£1,111",38.63492063492063,-0.026055791351671787,0.022173450661776596
Wave-1,Female,"£0-£300→£741-£1,111",39.66666666666667,-0.02610177904774002,0.022176267356991575
Wave-1,Female,"£0-£300→£741-£1,111",40.698412698412696,-0.02614576685051396,0.02217727284475259
Wave-1,Female,"£0-£300→£741-£1,111",41.730158730158735,-0.0261877154651094,0.022176458273369552
Wave-1,Female,"£0-£300→£741-£1,111",42.761904761904766,-0.026227587189471158,0.022173816470847034
Wave-1,Female,"£0-£300→£741-£1,111",43.7936507936508,-0.026265345999593435,0.02216934197008077
Wave-1,Female,"£0-£300→£741-£1,111",44.82539682539683,-0.026300957631404463,0.02216303103024666
Wave-1,Female,"£0-£300→£741-£1,111",45.85714285714286,-0.026334389658973677,0.022154881654258888
Wave-1,Female,"£0-£300→£741-£1,111",46.88888888888889,-0.02636561156871111,0.022144893602187854
Wave-1,Female,"£0-£300→£741-£1,111",47.920634920634924,-0.026394594829241134,0.022133068400543514
Wave-1,Female,"£0-£300→£741-£1,111",48.952380952380956,-0.026421312956648322,0.022119409347345877
Wave-1,Female,"£0-£300→£741-£1,111",49.98412698412699,-0.026445741574809938,0.022103921512921006
Wave-1,Female,"£0-£300→£741-£1,111",51.01587301587302,-0.026467858470548982,0.022086611736378447
Wave-1,Female,"£0-£300→£741-£1,111",52.04761904761905,-0.02648764364336284,0.02206748861774404
Wave-1,Female,"£0-£300→£741-£1,111",53.07936507936508,-0.026505079349505644,0.022046562505740816
Wave-1,Female,"£0-£300→£741-£1,111",54.111111111111114,-0.026520150140227402,0.022023845481229622
Wave-1,Female,"£0-£300→£741-£1,111",55.142857142857146,-0.026532842893999573,0.021999351336340654
Wave-1,Female,"£0-£300→£741-£1,111",56.17460317460318,-0.026543146842585016,0.021973095549346632
Wave-1,Female,"£0-£300→£741-£1,111",57.20634920634921,-0.02655105359083971,0.021945095255348133
Wave-1,Female,"£0-£300→£741-£1,111",58.23809523809524,-0.0265565571301646,0.021915369212861496
Wave-1,Female,"£0-£300→£741-£1,111",59.26984126984127,-0.026559653845557557,0.02188393776641932
Wave-1,Female,"£0-£300→£741-£1,111",60.301587301587304,-0.02656034251624801,0.021850822805313218
Wave-1,Female,"£0-£300→£741-£1,111",61.333333333333336,-0.026558624309929692,0.02181604771862752
Wave-1,Female,"£0-£300→£741-£1,111",62.36507936507937,-0.026554502770640066,0.02177963734673155
Wave-1,Female,"£0-£300→£741-£1,111",63.3968253968254,-0.026547983800367974,0.021741617929415803
Wave-1,Female,"£0-£300→£741-£1,111",64.42857142857143,-0.02653907563450341,0.021702017050874916
Wave-1,Female,"£0-£300→£741-£1,111",65.46031746031747,-0.02652778881127515,0.021660863581756302
Wave-1,Female,"£0-£300→£741-£1,111",66.4920634920635,-0.026514136135352445,0.021618187618508266
Wave-1,Female,"£0-£300→£741-£1,111",67.52380952380953,-0.026498132635816213,0.021574020420275196
Wave-1,Female,"£0-£300→£741-£1,111",68.55555555555557,-0.026479795518732637,0.02152839434359917
Wave-1,Female,"£0-£300→£741-£1,111",69.5873015873016,-0.02645914411458755,0.021481342775197608
Wave-1,Female,"£0-£300→£741-£1,111",70.61904761904762,-0.026436199820863246,0.021432900063094746
Wave-1,Female,"£0-£300→£741-£1,111",71.65079365079366,-0.026410986040060223,0.021383101446390773
Wave-1,Female,"£0-£300→£741-£1,111",72.6825396825397,-0.02638352811348472,0.02133198298395651
Wave-1,Female,"£0-£300→£741-£1,111",73.71428571428572,-0.026353853251138162,0.021279581482342713
Wave-1,Female,"£0-£300→£741-£1,111",74.74603174603175,-0.02632199045805749,0.021225934423192785
Wave-1,Female,"£0-£300→£741-£1,111",75.77777777777779,-0.026287970457465126,0.021171079890444127
Wave-1,Female,"£0-£300→£741-£1,111",76.80952380952382,-0.02625182561109403,0.02111505649759836
Wave-1,Female,"£0-£300→£741-£1,111",77.84126984126985,-0.02621358983705752,0.021057903315332697
Wave-1,Female,"£0-£300→£741-£1,111",78.87301587301587,-0.026173298525634506,0.020999659799715593
Wave-1,Female,"£0-£300→£741-£1,111",79.90476190476191,-0.02613098845333942,0.020940365721277873
Wave-1,Female,"£0-£300→£741-£1,111",80.93650793650795,-0.026086697695642008,0.02088006109517774
Wave-1,Female,"£0-£300→£741-£1,111",81.96825396825398,-0.02604046553869562,0.020818786112683365
Wave-1,Female,"£0-£300→£741-£1,111",83.0,-0.025992332390423912,0.02075658107418095
Wave-1,Female,"£0-£300→£1,112+",18.0,-0.03301062146522132,0.028103270945985685
Wave-1,Female,"£0-£300→£1,112+",19.03174603174603,-0.03312226578885326,0.02814714632741845
Wave-1,Female,"£0-£300→£1,112+",20.063492063492063,-0.033232689844041256,0.028189344878561097
Wave-1,Female,"£0-£300→£1,112+",21.095238095238095,-0.03334182243288158,0.02822982752214714
Wave-1,Female,"£0-£300→£1,112+",22.126984126984127,-0.0334495917869203,0.02826855600696363
Wave-1,Female,"£0-£300→£1,112+",23.158730158730158,-0.033555925672958835,0.028305492975942342
Wave-1,Female,"£0-£300→£1,112+",24.19047619047619,-0.0336607515031809,0.02834060203358264
Wave-1,Female,"£0-£300→£1,112+",25.22222222222222,-0.03376399644936118,0.028373847812542853
Wave-1,Female,"£0-£300→£1,112+",26.253968253968253,-0.03386558756089067,0.028405196039240164
Wave-1,Female,"£0-£300→£1,112+",27.285714285714285,-0.03396545188632839,0.028434613598302107
Wave-1,Female,"£0-£300→£1,112+",28.317460317460316,-0.03406351659816539,0.028462068595716164
Wave-1,Female,"£0-£300→£1,112+",29.349206349206348,-0.034159709120462595,0.028487530420527138
Wave-1,Female,"£0-£300→£1,112+",30.380952380952383,-0.034253957259003084,0.028510969804935067
Wave-1,Female,"£0-£300→£1,112+",31.412698412698415,-0.034346189333576756,0.028532358882649482
Wave-1,Female,"£0-£300→£1,112+",32.44444444444444,-0.03443633431199657,0.028551671245358422
Wave-1,Female,"£0-£300→£1,112+",33.47619047619048,-0.034524321945427115,0.028568881997173463
Wave-1,Female,"£0-£300→£1,112+",34.507936507936506,-0.03461008290458938,0.028583967806914044
Wave-1,Female,"£0-£300→£1,112+",35.539682539682545,-0.03469354891639143,0.028596906958096954
Wave-1,Female,"£0-£300→£1,112+",36.57142857142857,-0.034774652900521646,0.028607679396498546
Wave-1,Female,"£0-£300→£1,112+",37.60317460317461,-0.034853329105530524,0.028616266775159487
Wave-1,Female,"£0-£300→£1,112+",38.63492063492063,-0.034929513243919075,0.02862265249670366
Wave-1,Female,"£0-£300→£1,112+",39.66666666666667,-0.0350031426257449,0.02862682175284483
Wave-1,Female,"£0-£300→£1,112+",40.698412698412696,-0.035074156290254344,0.02862876156095679
Wave-1,Female,"£0-£300→£1,112+",41.730158730158735,-0.03514249513504691,0.02862846079758489
Wave-1,Female,"£0-£300→£1,112+",42.761904761904766,-0.03520810204228009,0.028625910228779434
Wave-1,Female,"£0-£300→£1,112+",43.7936507936508,-0.0352709220014263,0.028621102537134274
Wave-1,Female,"£0-£300→£1,112+",44.82539682539683,-0.035330902228100515,0.02861403234541704
Wave-1,Female,"£0-£300→£1,112+",45.85714285714286,-0.035387992278485894,0.028604696236681285
Wave-1,Female,"£0-£300→£1,112+",46.88888888888889,-0.0354421441588975,0.02859309277075502
Wave-1,Female,"£0-£300→£1,112+",47.920634920634924,-0.03549331243003813,0.028579222497005036
Wave-1,Female,"£0-£300→£1,112+",48.952380952380956,-0.035541454305518465,0.028563087963281913
Wave-1,Female,"£0-£300→£1,112+",49.98412698412699,-0.03558652974423346,0.028544693720957113
Wave-1,Female,"£0-£300→£1,112+",51.01587301587302,-0.03562850153621016,0.028524046325970647
Wave-1,Female,"£0-£300→£1,112+",52.04761904761905,-0.03566733538156761,0.028501154335816202
Wave-1,Female,"£0-£300→£1,112+",53.07936507936508,-0.035702999962257634,0.02847602830239975
Wave-1,Female,"£0-£300→£1,112+",54.111111111111114,-0.03573546700628597,0.028448680760718142
Wave-1,Female,"£0-£300→£1,112+",55.142857142857146,-0.035764711344146195,0.028419126213315913
Wave-1,Female,"£0-£300→£1,112+",56.17460317460318,-0.035790710957233955,0.02838738111049153
Wave-1,Female,"£0-£300→£1,112+",57.20634920634921,-0.03581344701804628,0.02835346382623861
Wave-1,Female,"£0-£300→£1,112+",58.23809523809524,-0.03583290392200922,0.028317394629923786
Wave-1,Female,"£0-£300→£1,112+",59.26984126984127,-0.03584906931081812,0.02827919565371967
Wave-1,Female,"£0-£300→£1,112+",60.301587301587304,-0.03586193408721545,0.02823889085583072
Wave-1,Female,"£0-£300→£1,112+",61.333333333333336,-0.03587149242117421,0.028196505979569218
Wave-1,Female,"£0-£300→£1,112+",62.36507936507937,-0.03587774174749776,0.02815206850836012
Wave-1,Female,"£0-£300→£1,112+",63.3968253968254,-0.035880682754889405,0.028105607616775777
Wave-1,Female,"£0-£300→£1,112+",64.42857142857143,-0.03588031936658893,0.02805715411772424
Wave-1,Female,"£0-£300→£1,112+",65.46031746031747,-0.03587665871271453,0.02800674040593867
Wave-1,Female,"£0-£300→£1,112+",66.4920634920635,-0.03586971109449055,0.02795440039793858
Wave-1,Female,"£0-£300→£1,112+",67.52380952380953,-0.03585948994058076,0.027900169468657206
Wave-1,Female,"£0-£300→£1,112+",68.55555555555557,-0.03584601175578527,0.02784408438495176
Wave-1,Female,"£0-£300→£1,112+",69.5873015873016,-0.03582929606239503,0.02778618323623489
Wave-1,Female,"£0-£300→£1,112+",70.61904761904762,-0.03580936533453112,0.0277265053624856
Wave-1,Female,"£0-£300→£1,112+",71.65079365079366,-0.03578624492582703,0.027665091279915892
Wave-1,Female,"£0-£300→£1,112+",72.6825396825397,-0.03575996299083948,0.02760198260458521
Wave-1,Female,"£0-£300→£1,112+",73.71428571428572,-0.03573055040059796,0.027537221974267487
Wave-1,Female,"£0-£300→£1,112+",74.74603174603175,-0.03569804065272391,0.0274708529688861
Wave-1,Female,"£0-£300→£1,112+",75.77777777777779,-0.03566246977656808,0.027402920029838528
Wave-1,Female,"£0-£300→£1,112+",76.80952380952382,-0.03562387623382831,0.027333468378536598
Wave-1,Female,"£0-£300→£1,112+",77.84126984126985,-0.03558230081512008,0.027262543934488216
Wave-1,Female,"£0-£300→£1,112+",78.87301587301587,-0.035537786532978864,0.027190193233243766
Wave-1,Female,"£0-£300→£1,112+",79.90476190476191,-0.03549037851177599,0.02711646334452419
Wave-1,Female,"£0-£300→£1,112+",80.93650793650795,-0.03544012387502969,0.02704140179083866
Wave-1,Female,"£0-£300→£1,112+",81.96825396825398,-0.03538707163058878,0.02696505646688796
Wave-1,Female,"£0-£300→£1,112+",83.0,-0.03533127255415995,0.026887475560035463
Wave-1,Male,£0-£300→£301-£490,18.0,0.09694515751300241,0.026637624363073466
Wave-1,Male,£0-£300→£301-£490,19.03174603174603,0.09742894605953777,0.02665378345550754
Wave-1,Male,£0-£300→£301-£490,20.063492063492063,0.09788209684685759,0.026663983838537412
Wave-1,Male,£0-£300→£301-£490,21.095238095238095,0.09830368893963412,0.026668111707701697
Wave-1,Male,£0-£300→£301-£490,22.126984126984127,0.09869284950862323,0.026666059891390766
Wave-1,Male,£0-£300→£301-£490,23.158730158730158,0.09904875817376309,0.026657729127610386
Wave-1,Male,£0-£300→£301-£490,24.19047619047619,0.09937065119133227,0.02664302936518557
Wave-1,Male,£0-£300→£301-£490,25.22222222222222,0.09965782544520753,0.02662188106476226
Wave-1,Male,£0-£300→£301-£490,26.253968253968253,0.09990964220270072,0.026594216473704718
Wave-1,Male,£0-£300→£301-£490,27.285714285714285,0.10012553059649702,0.026559980848394584
Wave-1,Male,£0-£300→£301-£490,28.317460317460316,0.100304990795881,0.026519133597544597
Wave-1,Male,£0-£300→£301-£490,29.349206349206348,0.10044759683272327,0.02647164932096046
Wave-1,Male,£0-£300→£301-£490,30.380952380952383,0.10055299905060085,0.02641751871971521
Wave-1,Male,£0-£300→£301-£490,31.412698412698415,0.10062092614891112,0.026356749355920975
Wave-1,Male,£0-£300→£301-£490,32.44444444444444,0.10065118679787241,0.0262893662431545
Wave-1,Male,£0-£300→£301-£490,33.47619047619048,0.10064367080483137,0.0262154122520578
Wave-1,Male,£0-£300→£301-£490,34.507936507936506,0.10059834981724206,0.026134948319614673
Wave-1,Male,£0-£300→£301-£490,35.539682539682545,0.10051527755296576,0.026048053454997798
Wave-1,Male,£0-£300→£301-£490,36.57142857142857,0.10039458955406363,0.025954824539567697
Wave-1,Male,£0-£300→£301-£490,37.60317460317461,0.10023650246591026,0.025855375923442357
Wave-1,Male,£0-£300→£301-£490,38.63492063492063,0.10004131284913317,0.02574983882588569
Wave-1,Male,£0-£300→£301-£490,39.66666666666667,0.09980939553745967,0.025638360551414604
Wave-1,Male,£0-£300→£301-£490,40.698412698412696,0.0995412015599137,0.025521103537824625
Wave-1,Male,£0-£300→£301-£490,41.730158730158735,0.09923725565083287,0.025398244256115053
Wave-1,Male,£0-£300→£301-£490,42.761904761904766,0.09889815337576593,0.025269971985404222
Wave-1,Male,£0-£300→£301-£490,43.7936507936508,0.09852455790536405,0.025136487488237564
Wave-1,Male,£0-£300→£301-£490,44.82539682539683,0.09811719647281779,0.024998001613115262
Wave-1,Male,£0-£300→£301-£490,45.85714285714286,0.09767685655314978,0.024854733851554234
Wave-1,Male,£0-£300→£301-£490,46.88888888888889,0.09720438180470926,0.024706910876550865
Wave-1,Male,£0-£300→£301-£490,47.920634920634924,0.09670066781450778,0.02455476508797448
